/ACsolution : pglib_opf_case10000_goc__api 0/4 uniform_0.01
/Date : 04-16-2024 05:52:38 EDT
/MachineName : cool1
/Processor : Intel(R) Xeon(R) Linux64 CPU E5-2687W v3 3.10GHz
/OS : Fedora 34 (Workstation Edition)
bus 106 M 1.027242749804322 A -0.16508935752546555
bus 107 M 1.0183342763325793 A -0.09501175875264502
bus 108 M 1.0352364945317878 A -0.14832077546215064
bus 109 M 1.0179150920881535 A -0.09644386203149014
bus 110 M 1.0199506408464716 A -0.09237215649279747
bus 111 M 1.032367615699662 A -0.15500745418584405
bus 112 M 1.032164631109493 A -0.15547308522169703
bus 113 M 1.0357950848908306 A -0.14424973423195775
bus 114 M 1.024844098284643 A 0.15116446526189903
bus 115 M 1.0362599652772102 A 0.25970131252817613
bus 116 M 1.0413164505918977 A 0.1848897321482574
bus 117 M 1.0368766431340966 A 0.2610048186813675
bus 118 M 1.036259965277251 A 0.2597013125283385
bus 119 M 1.0105263578019001 A 0.15877670226029594
bus 120 M 1.0098537480259775 A 0.1778521276377264
bus 121 M 1.009611079865545 A 0.1772441013107398
bus 122 M 1.0343558666494577 A 0.6152516132411895
bus 123 M 1.0306157351808825 A 0.2670011322819572
bus 124 M 1.0385323109496385 A -0.16622096849736243
bus 125 M 1.031194559872208 A -0.15348505515875355
bus 126 M 1.0356322299762788 A 0.1597570283972067
bus 127 M 1.035934756951693 A 0.1573458750860156
bus 128 M 1.036004021049393 A 0.15761228612328027
bus 129 M 1.0317076895829207 A -0.17615504143234886
bus 130 M 1.0314987433056733 A -0.08880291958734432
bus 131 M 1.0419154348712423 A -0.16284425610917536
bus 132 M 1.0326569172964746 A -0.08771276377377764
bus 133 M 0.9872025808762074 A 0.04933664894721702
bus 134 M 1.0175279739365959 A 0.02227295524824717
bus 135 M 0.9869640477080598 A 0.04861364179039583
bus 136 M 1.014921796632427 A 0.03441078619536668
bus 137 M 1.0105350949302758 A 0.035139962279895354
bus 138 M 1.010684286823073 A 0.035506595294025244
bus 139 M 0.9982427695970605 A -0.12137181529277229
bus 140 M 1.037947628068691 A -0.15171865300456763
bus 141 M 1.0350947241303314 A 0.1971404923762537
bus 142 M 1.0619281779905752 A 0.7125533725544216
bus 143 M 1.046034493990316 A 0.6985486781970053
bus 144 M 1.0495479717758283 A 0.6746774537956075
bus 145 M 1.0494589631622941 A 0.6743476934572523
bus 146 M 1.0496379837336625 A 0.6750291130041256
bus 147 M 1.0304571639402091 A 0.15947357986059088
bus 148 M 1.0514825039861646 A -0.13192251292353632
bus 149 M 1.0516698987639745 A -0.13152281766582452
bus 150 M 1.0366134635766742 A -0.17107066322942496
bus 151 M 1.0095534759064066 A 0.07653904643274409
bus 152 M 1.0466851067519294 A 0.33324725089969354
bus 153 M 1.0258912507279254 A 0.4538667104437661
bus 154 M 1.024706479633983 A 0.1761981906052024
bus 155 M 1.0232303789530062 A -0.22415202443829252
bus 156 M 1.0233052495273824 A -0.22397264317261475
bus 157 M 1.0346072149651893 A -0.1861686379517899
bus 158 M 1.0507100690031976 A 0.3559345340368366
bus 159 M 1.053581099316556 A -0.10238553436877432
bus 160 M 1.0505732414060889 A -0.08541838512547059
bus 161 M 1.0552033650795791 A -0.09940409102345489
bus 162 M 1.050382980996759 A -0.08597557285711964
bus 163 M 1.0508759228290354 A -0.08476024603671872
bus 164 M 1.0534482930722773 A -0.10446437572201855
bus 165 M 1.067327988970076 A 0.14150602682032115
bus 166 M 1.0674669275759212 A 0.14191237444087568
bus 167 M 1.0673279889700789 A 0.14150602682034358
bus 168 M 1.0735926179424584 A 0.14334354006816566
bus 169 M 1.0699418037253365 A 0.15103023278494412
bus 170 M 1.0678668763075962 A 0.14416925660505278
bus 171 M 1.0677122142248392 A 0.1437684223385335
bus 172 M 1.0684290527718598 A 0.20977440971174507
bus 173 M 1.072877003530769 A 0.15857121400159063
bus 174 M 1.0681805705266492 A 0.20938296947056856
bus 175 M 1.0667740186048746 A 0.4489549957655953
bus 176 M 1.0722258766368309 A 0.4911242538962606
bus 177 M 1.0721596730734966 A 0.4909638412079374
bus 178 M 1.027321917158216 A -0.23809841754410752
bus 179 M 1.0228013607983717 A -0.24027870273011753
bus 180 M 1.0274329726004199 A -0.2380715663283005
bus 181 M 1.0273219171582586 A -0.2380984175438996
bus 182 M 1.0437164699000858 A 0.2968781199398307
bus 183 M 1.0437680124730726 A 0.29706893360650677
bus 184 M 1.018676369256604 A 0.23582501713857448
bus 185 M 1.0386402068395182 A 0.33516721810337197
bus 186 M 1.0393862931375042 A 0.33310579933986856
bus 187 M 1.035736777001395 A 0.3269393969403908
bus 188 M 1.0355715546014224 A 0.3265283355746889
bus 189 M 1.0341386118570757 A -0.1813783792126473
bus 190 M 1.0231752636302978 A -0.21863942383631632
bus 191 M 1.0677207703481995 A 0.4216748332514649
bus 192 M 1.0419961900015287 A 0.3241076153086129
bus 193 M 1.0378145582078564 A 0.3280727716070038
bus 194 M 1.0486299722564307 A 0.39128038891543865
bus 195 M 1.0422504237930674 A 0.3469914105793407
bus 196 M 1.0485122382354874 A 0.3958115982018736
bus 197 M 1.0399190220947385 A 0.3131210588969702
bus 198 M 1.0427879800306687 A 0.35565071433584133
bus 199 M 1.049316778198143 A 0.328314853317917
bus 200 M 1.0424691314637333 A 0.3548909060185063
bus 201 M 1.044020264432012 A 0.35696054002266003
bus 202 M 1.0410972489228665 A 0.3245276357621807
bus 203 M 1.041285405905222 A 0.3248758307536936
bus 204 M 1.0750308529811452 A 0.4581505727911088
bus 205 M 1.0279319445780906 A 0.29991114806524705
bus 206 M 1.0572073312759591 A -0.2051924209909823
bus 207 M 1.0454140597133241 A -0.14496986792456817
bus 208 M 1.0631026481835344 A -0.19414749969804768
bus 209 M 1.044719592424504 A -0.1461692763043594
bus 210 M 1.0465301506735347 A -0.14261198562755012
bus 211 M 1.0569672743261194 A -0.20675399637026065
bus 212 M 1.0019788896904553 A -0.1162771439671199
bus 213 M 1.0019472351406187 A -0.11635684673687625
bus 214 M 1.0505780978975898 A 0.1794728842426763
bus 215 M 1.0379780533505532 A -0.13304313725554723
bus 216 M 1.0082327103132198 A -0.042329052940444804
bus 217 M 1.0093010217106326 A -0.05940290556592667
bus 218 M 1.0080964153787948 A -0.04150371746812614
bus 219 M 1.0081205098616477 A -0.04269099483560201
bus 220 M 1.0340324307658966 A 0.2806216277565128
bus 221 M 1.0370950372706877 A -0.1539524885686295
bus 222 M 1.0330261761443704 A 0.31901646948962653
bus 223 M 1.032974858497867 A 0.31891185976324693
bus 224 M 1.071890494737906 A 0.1393333860057847
bus 225 M 1.0246383215981232 A 0.304633344441591
bus 226 M 1.0001705413185153 A 0.20668333917726472
bus 227 M 1.000116441723329 A 0.2064838944173222
bus 228 M 1.0444233758822803 A 0.3457788333789234
bus 229 M 1.059837581033526 A 0.40317723261291394
bus 230 M 1.0354664561889166 A 0.33576455654226695
bus 231 M 1.0458594248081259 A 0.37367030361160786
bus 232 M 1.052723559162452 A -0.2052160046517205
bus 233 M 1.0238173195238434 A 0.25150591824591606
bus 234 M 1.0238771018688695 A 0.2516870721938778
bus 235 M 1.0498737830645217 A -0.11490411921779717
bus 236 M 1.0466384157296513 A -0.10056808820702337
bus 237 M 1.049664665822919 A -0.11540453329152346
bus 238 M 1.0500965022423117 A -0.11477474539178828
bus 239 M 1.0350857850462365 A -0.1364064108284477
bus 240 M 0.9856795701726665 A 0.10148913670264142
bus 241 M 0.9856176002422455 A 0.10128798552300432
bus 242 M 0.9796099833946906 A -0.02330829680796077
bus 243 M 1.0013408133452986 A 0.15176365237010925
bus 244 M 1.014745859404388 A 0.23307358279975215
bus 245 M 1.057247013579836 A -0.14239918444665872
bus 246 M 1.059260639362077 A -0.16830619934143495
bus 247 M 1.057069113196793 A -0.14284887627567155
bus 248 M 1.0009100462617662 A 0.11345912922984416
bus 249 M 1.0008628945180968 A 0.11332191261424143
bus 250 M 1.0009145305071523 A 0.1136001618087805
bus 251 M 0.9935397718628048 A -0.19411516972551027
bus 252 M 1.044267655680304 A 0.3475159620250912
bus 253 M 1.032381631214235 A 0.3219819409227171
bus 254 M 1.0440444429486118 A 0.3467728716567452
bus 255 M 1.0446033494750646 A 0.34864550195827
bus 256 M 1.0345386733301045 A 0.2842092788226971
bus 257 M 1.022109646090043 A 0.287986018761957
bus 258 M 1.021793707620812 A 0.28726570592968403
bus 259 M 1.039174147993792 A 0.32604118768472834
bus 260 M 0.9977169880297607 A -0.1526897917036924
bus 261 M 1.0543919475077934 A -0.21005393779849027
bus 262 M 1.0446736844272357 A -0.26717489066394684
bus 263 M 1.0540463946388101 A -0.2109908207700776
bus 264 M 1.0409201391865295 A -0.2814153071067792
bus 265 M 1.0422053303791226 A -0.2723162807899483
bus 266 M 1.042409451384897 A -0.2717552099116666
bus 267 M 1.0402198207101998 A -0.2838054336156332
bus 268 M 1.008796057198198 A 0.25617868793236787
bus 269 M 1.0090356457776541 A 0.2566902103756977
bus 270 M 1.0085854726530472 A 0.25573419151303545
bus 271 M 1.0324460878956199 A 0.2770221958854616
bus 272 M 1.0086750643149607 A 0.19452236961379368
bus 273 M 1.0007690016287083 A 0.13170815720855483
bus 274 M 1.0085645562644923 A 0.19426192492903327
bus 275 M 1.0093416164167583 A 0.1961102043098532
bus 276 M 0.9881291610011779 A 0.07122777948732426
bus 277 M 1.0123415393226036 A -0.23632976083290794
bus 278 M 0.9992963759821357 A 0.20524874917785524
bus 279 M 0.9470491144514264 A -0.5991719842634412
bus 280 M 1.0402703627312322 A -0.2621235335690652
bus 281 M 1.0465561922848783 A -0.2513747997821365
bus 282 M 0.9740061710383818 A -0.12049279127625229
bus 283 M 1.0489795850870272 A -0.25497371218523157
bus 284 M 1.04530357012696 A -0.2533587596257586
bus 285 M 1.0454759594988219 A -0.25288195228225757
bus 286 M 1.0409606169784713 A -0.2599891888648345
bus 287 M 1.0412966774790042 A -0.259010852860626
bus 288 M 1.0359428837670124 A -0.3063380356253767
bus 289 M 1.0070421505390983 A -0.2719550848828041
bus 290 M 1.0358328427387806 A -0.30674557436434824
bus 291 M 1.0366492448498599 A -0.3066353858083454
bus 292 M 1.028991282068309 A -0.25127509424317285
bus 293 M 1.0616220431704517 A -0.08922370509845286
bus 294 M 1.0607039937867206 A -0.1368260707932049
bus 295 M 1.041532203837056 A -0.23994588957106058
bus 296 M 1.0613468230925058 A -0.09029449108052358
bus 297 M 1.0638398145384684 A -0.08477172576344201
bus 298 M 1.0329553069433566 A -0.25231637263502693
bus 299 M 1.0332938791169042 A -0.2517454970176203
bus 300 M 1.0401479191506622 A -0.25635189961144256
bus 301 M 0.9908711734889459 A -0.2005832250190427
bus 302 M 0.9909588610901383 A -0.20037098106999765
bus 303 M 0.992063337007747 A -0.198849378415896
bus 304 M 0.9887379944555266 A -0.2038378106710222
bus 305 M 0.9886672068784721 A -0.2040516797040727
bus 306 M 0.9518088908391852 A -0.5689041618384115
bus 307 M 0.9871405276492604 A -0.2599782428551368
bus 308 M 0.9618786852194253 A -0.43567109628363404
bus 309 M 1.0342234021762886 A -0.25592676561571004
bus 310 M 1.0568018485120376 A -0.17352715571796387
bus 311 M 1.0691107586038502 A -0.21686786347295842
bus 312 M 1.0575402000912644 A -0.17241909038701944
bus 313 M 1.056560447545653 A -0.17397448079793443
bus 314 M 1.0632907363771156 A -0.23026401521965575
bus 315 M 1.0611910488993812 A -0.23552466442969197
bus 316 M 1.0610761234790231 A -0.23596390159300662
bus 317 M 0.9728172104713616 A -0.047127558115321044
bus 318 M 1.0180791318241411 A 0.20249533583668522
bus 319 M 1.0180314694013644 A 0.2023986304515716
bus 320 M 1.0181247024547064 A 0.20257533861068863
bus 321 M 0.9736615901343274 A 0.020035022594493582
bus 322 M 1.0546400847937185 A -0.22630118230214016
bus 323 M 0.9639543236840271 A -0.5257300509020211
bus 324 M 0.952028110901148 A -0.5861689999726878
bus 325 M 0.9638175004860222 A -0.5262157689616423
bus 326 M 0.9647878662943913 A -0.5237336515259907
bus 327 M 0.9454324268758328 A -0.6066117871714969
bus 328 M 0.9410022861658984 A -0.6294227279185841
bus 329 M 0.940839432652977 A -0.630000966355261
bus 330 M 0.9411760770715268 A -0.6241913103749287
bus 331 M 0.940992075138642 A -0.6245605216663095
bus 332 M 1.0550244543309002 A -0.1490189328904358
bus 333 M 1.0526682831926844 A -0.15397494143942037
bus 334 M 1.059656401610591 A -0.1674920478645645
bus 335 M 1.0532173022388542 A -0.15340421609014124
bus 336 M 1.0524957066496896 A -0.1543280480566632
bus 337 M 1.0709675296968384 A -0.28282202021804537
bus 338 M 1.014446956750244 A -0.3242800648752262
bus 339 M 1.0020434779240137 A -0.3567753058631587
bus 340 M 1.0143063672108843 A -0.32474844461079105
bus 341 M 1.0151168684092788 A -0.32296166420019223
bus 342 M 0.9843269078282558 A -0.4152189062850887
bus 343 M 1.047723660189593 A -0.19986816097891097
bus 344 M 0.9436081271385659 A -0.5827593732907618
bus 345 M 1.0044498548764822 A 0.1314291410839681
bus 346 M 1.0363797281130953 A -0.32361556196174396
bus 347 M 1.002458794913639 A -0.3351247876991275
bus 348 M 1.0370383718632383 A -0.3235247759217945
bus 349 M 1.036379728113337 A -0.32361556196142616
bus 350 M 0.9980443335734365 A -0.3563688283554992
bus 351 M 0.9962905018704354 A -0.4619826859863298
bus 352 M 0.9960553878292728 A -0.4627101918098095
bus 353 M 1.0429429596989173 A -0.17811049287088798
bus 354 M 1.0466892003877453 A -0.15580499669971812
bus 355 M 1.0511766746335072 A -0.14802245287705126
bus 356 M 1.0464841169745753 A -0.15625627518975355
bus 357 M 1.0467633383253354 A -0.15555290556374568
bus 358 M 1.0487683086536455 A -0.16035768938675973
bus 359 M 1.048708063157701 A -0.160552812952202
bus 360 M 0.9828772583780296 A -0.19379413180885274
bus 361 M 0.9537173235791302 A -0.5442177969520517
bus 362 M 0.9436155099141389 A -0.6002294527052595
bus 363 M 1.0013309770497036 A 0.14062335655491445
bus 364 M 1.0092010023022113 A 0.15499471257263206
bus 365 M 1.0012241790268626 A 0.1402320330752219
bus 366 M 0.9389505838453317 A -0.6374078812289626
bus 367 M 0.9561066056909453 A -0.5679154308178321
bus 368 M 0.9511891597269186 A -0.5915417362749779
bus 369 M 0.9559277160947409 A -0.568531643352046
bus 370 M 0.9564963982036185 A -0.5669069233122356
bus 371 M 0.9660617187934892 A -0.4988413439735265
bus 372 M 0.912151678335801 A -0.5793351495026664
bus 373 M 0.9321154567398481 A -0.6680935312934058
bus 374 M 0.9133726427821213 A -0.577710165215046
bus 375 M 0.9120298657026896 A -0.5797446759928455
bus 376 M 1.0480562972175294 A -0.06385900360473003
bus 377 M 0.9715345911823966 A -0.5056815802746712
bus 378 M 1.0309334118506048 A -0.3179365891913112
bus 379 M 0.9224609374233124 A -0.6786508457853052
bus 380 M 0.9257749815179287 A -0.686984658544554
bus 381 M 0.9997599545048435 A -0.19270420063695592
bus 382 M 0.9286800768636805 A -0.6841492814964757
bus 383 M 0.9317472526974442 A -0.6887877948154107
bus 384 M 0.929368527381931 A -0.6562120339355325
bus 385 M 0.9192684352274373 A -0.6696143469421341
bus 386 M 0.9190324519196252 A -0.6701988617191819
bus 387 M 0.9376613241718486 A -0.5517108419954627
bus 388 M 0.9278186852263832 A -0.6295996088610055
bus 389 M 0.9372605275768618 A -0.5532762777975554
bus 390 M 0.9381347227199369 A -0.548736929777272
bus 391 M 0.9298172156122655 A -0.6438630234132827
bus 392 M 0.9300542777008015 A -0.6571940715715757
bus 393 M 0.9298996337705495 A -0.6564866476162902
bus 394 M 0.9298694004019251 A -0.6577564266841451
bus 395 M 0.9344224157440648 A -0.6273475513787933
bus 396 M 0.9817751801298696 A -0.18313811682665634
bus 397 M 0.9817362195225984 A -0.1833147719242275
bus 398 M 1.035539832087428 A -0.19970124999113362
bus 399 M 1.0360079378542961 A -0.1480903206263661
bus 400 M 1.0452972846451014 A -0.1782575564769839
bus 401 M 1.0358217935543788 A -0.1487193763663516
bus 402 M 1.036624601561439 A -0.146727410790733
bus 403 M 1.0349744720731757 A -0.19805482844794178
bus 404 M 0.9345438845804465 A -0.6411205663171851
bus 405 M 0.9344521928013665 A -0.6413719465598949
bus 406 M 0.9693030341587149 A -0.545869267903122
bus 407 M 0.949587509279055 A -0.6137327943975655
bus 408 M 0.9700955241958938 A -0.5442746148465024
bus 409 M 0.9690638653873426 A -0.5467123341680608
bus 410 M 1.053598390244847 A -0.33382251080072944
bus 411 M 0.9140474363546898 A -0.65549405946254
bus 412 M 0.9384249368020178 A -0.5778476030343885
bus 413 M 0.9281915063900801 A -0.6403314339109198
bus 414 M 0.9375995232353179 A -0.5793861422446566
bus 415 M 0.9408430435758847 A -0.5723446404847974
bus 416 M 0.9247177612293213 A -0.6822825902704903
bus 417 M 1.0094103813062603 A -0.005510914591136026
bus 418 M 0.9237568390599421 A -0.6682907296459148
bus 419 M 0.9822269103952439 A -0.46953173492014555
bus 420 M 0.9108351208309299 A -0.5940664446734064
bus 421 M 0.9332373449154269 A -0.5382300734359204
bus 422 M 0.923880395745509 A -0.6133741927284275
bus 423 M 0.9325011119914461 A -0.5408637076578108
bus 424 M 0.918289323388792 A -0.6293847474512957
bus 425 M 0.9535618817909483 A -0.40504001740636897
bus 426 M 0.9533117802324695 A -0.4056291652821354
bus 427 M 0.9961406543222404 A -0.20872497695704254
bus 428 M 0.9959102999016305 A -0.2091791984303964
bus 429 M 0.9143192403328938 A -0.67292175641721
bus 430 M 1.0002286941408276 A -0.35626000721487744
bus 431 M 0.9767726654920822 A -0.4196629056232052
bus 432 M 0.9140597082299251 A -0.6891113338489716
bus 433 M 0.914906108361943 A -0.6735705318719989
bus 434 M 0.9154431085038371 A -0.6718569134367456
bus 435 M 1.0067682793017116 A -0.3373037147563639
bus 436 M 1.0066774972486907 A -0.33752247151670584
bus 437 M 0.9145443761333477 A -0.6391351788179334
bus 438 M 0.9155856643852613 A -0.6385216429866423
bus 439 M 0.9091686698400143 A -0.6458432521776764
bus 440 M 0.915225584714465 A -0.6839972735446712
bus 441 M 1.011144713063736 A -0.25214950313612067
bus 442 M 0.9542259033545086 A -0.41387399060897645
bus 443 M 0.9576593093497865 A -0.40025126375622777
bus 444 M 0.955418258335228 A -0.418518140451184
bus 445 M 0.9549873391549519 A -0.4196224681329544
bus 446 M 0.9109567066374941 A -0.5656738701754033
bus 447 M 0.9103432280133159 A -0.5668236102371155
bus 448 M 0.9262820046768243 A -0.5448771600745265
bus 449 M 0.9173019112395886 A -0.65940841385135
bus 450 M 0.9249736570794186 A -0.5474902027238397
bus 451 M 0.907058400009112 A -0.6093688743586303
bus 452 M 0.9294877518192615 A -0.533336583871455
bus 453 M 0.9168755923364644 A -0.6278369736407199
bus 454 M 0.9309423010488255 A -0.5292412560992051
bus 455 M 0.9285710888787417 A -0.5362941011516086
bus 456 M 0.9124216393729685 A -0.647164549928627
bus 457 M 0.9118435536447598 A -0.6487078088593967
bus 458 M 0.913802135707489 A -0.6501401156349383
bus 459 M 0.9130123758150765 A -0.65280233655296
bus 460 M 0.9160579670296292 A -0.6594200967318389
bus 461 M 0.9171602564766682 A -0.6568629031868671
bus 462 M 0.930005508978718 A -0.6881379244461043
bus 463 M 0.9302428121955137 A -0.6870028498069413
bus 464 M 0.9343223407247752 A -0.6179332181259207
bus 465 M 0.9335089553816696 A -0.6203296697785312
bus 466 M 0.9564661190490245 A -0.39743226224358724
bus 467 M 0.9612779884744339 A -0.3770044693024223
bus 468 M 0.9611956520126127 A -0.377285354239486
bus 469 M 0.9613491717159548 A -0.37671277689508975
bus 470 M 0.9342427018627446 A -0.6863330821407099
bus 471 M 0.9172151387260932 A -0.6865776300426911
bus 472 M 0.9180582722006589 A -0.6852175707969486
bus 473 M 0.9594820417712592 A -0.5704367354214065
bus 474 M 0.9435360036278694 A -0.6716250618343023
bus 475 M 0.9566345339061156 A -0.5643433893414297
bus 476 M 0.9579734717977487 A -0.5729094500872663
bus 477 M 0.9207646980390698 A -0.5320443688508574
bus 478 M 0.9210902020280093 A -0.5308874454680683
bus 479 M 0.9417454605593685 A -0.6248254606516072
bus 480 M 0.9291073994424814 A -0.6749992937273551
bus 481 M 0.9293253409984834 A -0.674323567602739
bus 482 M 0.9304170286528952 A -0.5278341349590991
bus 483 M 0.9397037888607666 A -0.6227055834548214
bus 484 M 0.9296320022227466 A -0.5303112497874953
bus 485 M 0.931971717771922 A -0.5243617421630743
bus 486 M 0.9006206724374451 A -0.7050502199921375
bus 487 M 0.9000122061144135 A -0.7059292093799774
bus 488 M 0.9052574703516679 A -0.7037694246652129
bus 489 M 0.905402841815089 A -0.7033912262620539
bus 490 M 0.954634321534076 A -0.447049462377298
bus 491 M 1.0089671861597338 A -0.40537447631700363
bus 492 M 0.921887373572667 A -0.5353253874464802
bus 493 M 0.930201159285439 A -0.6921563627528112
bus 494 M 0.9313454426302633 A -0.6488156554212913
bus 495 M 0.9188063524705152 A -0.6734172487389027
bus 496 M 0.9227822965463883 A -0.556714827811133
bus 497 M 0.9335660370269124 A -0.5833784745915794
bus 498 M 0.932834614872713 A -0.585505992925019
bus 499 M 1.074087155427208 A -0.32883482971978956
bus 500 M 0.9907619799986462 A -0.4024952689674005
bus 501 M 0.9759687275207629 A -0.4546905074810513
bus 502 M 0.9874535081330403 A -0.39699610338383556
bus 503 M 0.9280550987158769 A -0.7239866623939637
bus 504 M 0.9119521085899226 A -0.6841510227561873
bus 505 M 0.9439852539445232 A -0.5108187296027964
bus 506 M 0.9490548285546843 A -0.6001134297044769
bus 507 M 0.9431907342324123 A -0.5128437969723709
bus 508 M 0.9824929876166512 A -0.5683045192359353
bus 509 M 0.9935938447370144 A -0.5022911817577325
bus 510 M 0.9873833523886164 A -0.5539231446787048
